"income","happiness"
15850.7806546986,9.07688419693465
8415.94766750932,8.5779939525477
17707.1411184967,9.57120049412177
18833.1587721594,9.8850047999612
1292.90738804266,5.35202119997687
10750.8675657213,7.9935706246004
17891.4132701233,9.22363800699364
11208.1262835301,8.5002173739324
9349.64881194755,8.16140768027464
19153.9335688576,9.89467411944154
9285.34946134314,9.2118764618481
13680.3844548762,8.57354891949449
11623.6146783456,9.83666089927989
2417.32378024608,5.49556973582679
18036.5694198757,10
5223.31959335133,6.70506468001593
1224.36685720459,3.98683538611063
6827.24609794095,8.06721981624219
19108.2715232857,8.6817004127051
17834.9705948494,9.57380133904388
13978.9467606694,8.90528154695632
12953.9335498586,8.89899746260834
19887.6876218244,10
13251.8336626701,8.59569019977376
14287.1971760876,10
11063.6940843426,8.99439657265422
12045.1836007647,9.17800860873199
6067.53085097298,8.12137322704432
3283.42748731375,5.92222520225792
19275.2749577165,9.34786167260913
18085.0612843409,9.35522106614282
13937.8234570846,9.49756793172874
15991.1613866687,9.02285020085748
882.42821637541,2.94465410835263
9764.8010334,9.57788207163926
15265.8069354482,8.73701756278099
4641.59554233775,6.9989186028856
6636.34774964303,7.55462482197396
4939.86539291218,6.3330415586716
3198.88043869287,6.39313433092041
8525.10818196461,8.59880406845993
8508.99679539725,8.11225892006485
7629.3708381243,7.46136000873606
3387.9170557484,6.0415725330451
3120.5988436006,5.15305567711838
4967.46834926307,7.22331013332707
9532.86402495578,8.11092783469655
5613.0637511611,7.44375279698707
17213.4232207201,9.38195976730281
1298.29086679965,4.90060704871938
9067.12145442143,8.32199933270114
16058.9269746095,10
2789.22549551353,6.0272543426971
11394.5804816671,8.68260203037084
4448.01523648202,6.32265841901607
2899.62034476921,6.06764605344339
15164.8341403343,8.78453110503606
17942.8890394047,9.88158123602923
7739.47040736675,7.40073722362218
13436.2578147091,9.25306215096615
2258.8769541122,5.2693891711127
7925.80490084365,7.18776146101983
5777.91943363845,7.95414008089163
16366.9447620399,9.7564561366441
9190.92029128224,7.69321202595261
16277.2613197565,9.33172546779569
16322.8343865834,8.93125459601456
15969.1094937734,9.06866303304612
9020.70107702166,8.48126401311697
15187.7131093293,9.71323703912585
12732.7341785654,9.382498427027
14319.575066492,9.50240342363293
412.245557177812,1.99055911224732
9716.20485233143,6.72483229034091
4714.33014916256,7.20302803919809
7844.40413936973,8.39842525521875
12410.3116641752,9.11436790756633
7295.23902116343,7.20884948347554
2578.25431721285,5.95817548774563
5174.94166530669,7.60608938527822
13493.8895139843,8.30097589028275
8585.87688170373,8.39730119474874
15848.6383469775,10
2416.14702744409,4.77225699185473
8923.89773335308,8.60794967480068
19705.1568076946,9.62369561700855
17903.8018422201,8.89998073131917
17774.7935914434,9.1266637828648
3831.03194534779,6.5237989371846
2961.63555467501,5.79963491287927
13200.7977307774,8.29901334318056
7132.92285632342,7.62972602090446
13272.4593081512,8.53031464344517
6679.31555276737,8.00037316800587
4078.74593762681,7.09254996391201
15732.9683057964,9.17109782569586
2234.46173956618,4.54955366281779
9548.86921476573,8.57789782158857
10425.5070140585,7.54557696076337
12159.7836015746,8.57079295442985
6923.34139021114,7.94691864840803
9976.81545987725,8.88412172126902
19107.687018998,10
9864.88698450848,8.88614926962332
17850.8643535897,9.29712371922867
18322.9884634726,8.98354691069809
12331.2056534924,8.56074277983694
8449.51961999759,9.00132607180008
3283.05594241247,6.73780011607501
18731.8761440925,9.54707444389668
6304.08643949777,7.10292290427243
1590.12320237234,5.36832958100686
18975.4480247386,9.82873753464288
14523.686959222,9.22164302716922
3188.9681937173,5.08176705028351
11165.9792589024,9.39381076073417
19100.188275706,9.31309404539378
11875.4737211391,8.97928688053696
8328.40152224526,8.51513538943039
13098.7121948041,9.57813057890687
6668.48409501836,8.28576942836728
6431.31221299991,7.45841844286652
4707.44557278231,7.20616042775396
7641.98177037761,6.85550891900056
19690.6963880174,9.78041908623342
3422.3650961183,6.73747401072371
2184.46239773184,5.22660540017389
3181.37539252639,5.63185316973641
13924.139189627,9.31524598242713
12537.4270744622,8.99447183801386
17871.3246961124,8.82485624727964
13590.7822151668,8.46446392381127
14846.7236633413,9.817547490273
10614.2602252774,8.34732354518508
13332.8336136416,8.08675318544055
16507.3870188557,9.68316065817094
15811.1184133217,9.11805194630802
19604.5095804147,10
9012.85811038688,8.69277123311856
6509.3631606549,7.41864942658064
8425.70907119662,7.44466991782538
605.155391898006,4.05782545327266
4003.45067055896,6.99607727937825
16917.4946501851,9.83421846584386
4930.77092822641,6.17133939079166
5086.35913077742,7.63839208337488
1903.14684053883,4.9626725523963
5216.18408942595,6.9627673254484
14749.8500283808,9.73426753273087
17010.0820359774,9.24441149517756
10151.5344348736,8.97509532841544
8003.0169849284,8.29806833999068
5230.40028531104,6.7554320801509
2577.49064154923,6.06667186709713
8043.89093080536,7.8986155504136
11609.9321541376,9.15501662128636
4651.09815103933,6.76085131224666
9117.45283966884,8.41326294622191
4672.61710697785,6.23113222943124
10245.0714399107,8.63178980250934
7336.52960825711,8.51108604884747
13139.7091127932,9.068381832128
7744.39354958013,8.4609804430728
7366.72946345061,7.03358457268143
10860.2837309241,8.41088129856266
14910.5534637347,9.66913716933836
4733.61758133397,7.22258608735651
8489.82392484322,7.39039945626631
5607.45906224474,6.77769376409144
12747.471847944,8.45306988148588
4003.03841941059,6.63341448506277
17327.4245841429,9.25018968076937
15032.7328810468,9.36331591008422
13498.3791346662,8.62046282477877
12513.150315918,8.82096461579914
7695.86598044261,8.19761278269752
10784.7794427536,9.1930865322832
17543.7739201821,9.62558953712178
11802.3019556887,8.29346587902549
16859.4481898472,9.15114669041874
6523.98403231055,7.7558493653931
14282.4903154746,8.61072302041102
5594.34899929911,7.38092172781617
12049.126603175,8.15910603365745
9833.2800895907,8.2192209661035
5594.64153666049,6.95473147455721
11465.9725216217,9.25693070932451
18298.4891713597,9.81451593454793
18076.7380341887,9.46441715041392
5773.66578141227,7.24965986601474
6701.06202559546,7.66324742777603
19718.5613337904,10
12551.8688797019,8.74542223093784
18771.3561474346,8.3573875605965
9544.04096556827,7.72549320569322
8373.91882790253,8.371109718183
13320.9143544547,9.57919737416527
3385.99369013682,6.61894719735911
11628.1943410635,8.88273243894292
5079.03012614697,6.08378845374072
19262.2351541184,10
12186.7682291195,9.55121332110941
10494.5826540701,8.29457979899627
8290.43750716373,9.20734011873003
17652.8322081082,8.05548286103695
7536.20054982603,7.35025478839046
6049.48990158737,7.55578077542172
3744.64660808444,6.50826841260345
3774.56622906029,5.74725844965143
9848.03506825119,9.22298890864338
5358.1125988625,6.85162587279018
4638.59387645498,6.16952507681662
13617.7772063762,9.04259489540321
1334.20709753409,5.01821258191485
14136.7205144837,8.7159713917835
7297.01731372625,7.44844995858701
8415.3023594059,8.07044123788306
16490.6459495425,8.90724400725351
18409.6040237695,9.54748850750265
5937.55527008325,7.59247219344002
19237.6539566554,10
14676.5307940543,9.63943944665506
13852.9516072944,8.75355719746722
1435.7412783429,4.43865651176985
8146.3146389462,8.46410923241541
9765.76944505796,8.8470162965017
11380.9639682062,8.89508032517153
14085.9272593632,9.07444114384355
18347.3973530345,8.61161632969028
12519.684056472,9.57416469566062
8797.06157157198,8.2348238211625
11024.7751974501,8.61961969082816
1546.17837630212,4.58733207060234
5512.79439833015,6.9561430669356
8184.17828483507,7.71414945565992
4275.79683894292,6.5670838904721
16705.780231487,8.62672639794867
3396.58956732601,7.20871905405051
16147.003423702,9.36824014432475
11117.792668473,8.86637820044242
13381.4257834107,9.27550365009723
3765.29048010707,7.08218508706439
12807.8850525431,8.39075136895052
6512.64703674242,7.00752083016115
14601.2651896104,9.27240726170949
8219.22056339681,7.7994065170433
19399.3856582791,10
19361.0080640763,9.04235246488983
14643.3697647415,8.39481384073554
5441.44823048264,7.53307699139874
4747.04351928085,7.32020048076478
12023.6947729252,9.09900987451009
5643.42006985098,7.38439011319889
10808.9798177592,8.79578130128114
15791.7167572305,8.70283121443572
3693.99188654497,6.76203887316975
8326.22394794598,7.48373035365987
9642.89504159242,8.04758872755314
17414.8934149183,8.36809352960023
18543.8759345561,9.10977048660538
17686.7601622827,9.87919306631076
13614.0621133149,9.33901036519357
19023.2727950439,9.64340892564143
10522.319927346,7.95253886759073
11699.7728174552,9.36239069916609
6992.0916358009,6.86017840419398
7207.5627756305,7.74347249348064
792.47629083693,3.06222175026054
10255.1356944256,7.88603386304863
17472.4509074353,9.61417800274022
523.495365399867,2.06058811695519
1812.31963029131,5.05615813688579
3618.54000994936,6.62959820528317
15498.5478557646,9.56654326490096
14809.612393938,9.39151315991959
19448.7624592148,10
9542.85858599469,7.82292572536141
1857.93646089733,5.85999967061956
13116.8352366425,8.71489429395541
15268.4261223301,8.9029063769599
3087.27918770164,6.43494556845537
8173.05805459619,8.09270821202205
4809.71245234832,7.32566851578455
1535.98778638989,4.53937472509215
8159.49669079855,8.44802351862005
1672.59467961267,4.9148247095627
4827.37408522516,7.08669509681615
1470.73053838685,4.61828259666311
13537.5279753469,9.69398803370073
6235.73893932626,6.76057074519526
2374.14301317185,4.74990472916293
1809.3203054741,5.11463240931695
17656.6351481713,10
15183.2490806468,9.31237355508168
16405.4753971286,9.1933375149081
19649.95132396,8.92431469068213
2430.55304130539,6.14139630324048
2341.21985528618,5.77406654520986
16057.0995789953,9.45363316931667
15777.6752240025,9.7442521495424
584.82613991946,2.34616016045542
15669.6913026273,9.45801025201695
14696.0567776114,8.70780837399193
12750.5843151361,9.49444316494014
9825.852267351,7.41115938640021
3470.08228693157,6.30868470448271
561.024188715965,2.57252271525302
9268.18452682346,7.79223179297057
10048.9492434077,8.2437595125085
8035.90738615021,7.74403110495094
9507.45246112347,7.83095320828226
14380.2684140392,8.31109447098688
1483.91775609925,5.51289135876498
7353.7487112917,7.05087160397788
16135.1205491461,9.30117348011655
16779.8932056874,9.40960802006089
5059.88833745942,6.53506104589183
7338.12761139125,7.90622737763531
17194.9542351067,8.92631555619569
17133.7621265091,9.48756011428529
6199.55092594028,6.63920235607711
3282.14716175571,5.90227559159918
14198.2444018126,9.32235976847737
2434.61108906195,4.38348410411846
1061.06435079128,3.84895881121861
19988.3287477307,10
1083.54616006836,4.15516505510607
7032.46916169301,8.08252571908857
18335.2497281507,9.13894577549106
12497.8112847544,8.79955314785761
